OBJECTID,CNN,STREETNAME,FROM_ST,TO_ST,FACILITY_T,DIRECT,SURFACE_TR,BARRIER,NOTES,DIR,DOUBLE,FY,QTR,STREET_,LENGTH,NUMBER_,INSTALL_YR,INSTALL_MO,UPDATE_YR,UPDATE_MO,GLOBALID,SYMBOLOGY,SHARROW,BUFFERED,RAISED,CONTRAFLOW,GREENWAVE,BIAP,SM_SWEEPER,shape
1710,5319000,EUREKA ST,19TH ST,20TH ST,CLASS III,2W,,,,S,1,,,Eureka St,0.11079978,49,2010,,,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.4381 37.759087, -122.43794 37.757484)"
4531,5318000,EUREKA ST,18TH ST,19TH ST,CLASS III,2W,,,,S,1,0,0,Eureka St,0.11064254,49,2010,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.438255 37.76069, -122.4381 37.759087)"
4038,5322000,EUREKA ST,21ST ST,22ND ST,CLASS III,2W,,,,S,1,0,0,Eureka St,0.08612832,50,2010,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43776 37.755535, -122.43764 37.75429)"
1636,5319000,EUREKA ST,19TH ST,20TH ST,CLASS III,2W,,,,S,1,0,0,Eureka St,0.00235538,19,2010,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43795 37.75752, -122.43794 37.757484)"
4367,5317000,EUREKA ST,MARKET ST,18TH ST,CLASS III,2W,,,,S,1,0,0,Eureka St,0.06996028,49,2010,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43835 37.7617, -122.438255 37.76069)"
1502,5320000,EUREKA ST,20TH ST,21ST ST,CLASS III,2W,,,,S,1,0,0,Eureka St,0.11054029,49,2010,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43794 37.757484, -122.43779 37.755886)"
3595,5323000,EUREKA ST,22ND ST,23RD ST,CLASS III,2W,,,,S,1,0,0,Eureka St,0.11057368,44,2010,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43764 37.75429, -122.43748 37.752693)"
2320,5319000,EUREKA ST,19TH ST,20TH ST,CLASS III,2W,,,,N,0,0,0,Eureka St,0.00235538,49,2010,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43795 37.75752, -122.43794 37.757484)"
1587,5321000,EUREKA ST,21ST ST,21ST ST,CLASS III,2W,,,,N,0,0,0,Eureka St,0.02434952,49,2010,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43779 37.755886, -122.43776 37.755535)"
2986,5317000,EUREKA ST,MARKET ST,18TH ST,CLASS III,2W,,,,N,0,0,0,Eureka St,0.06996028,49,2010,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43835 37.7617, -122.438255 37.76069)"
443,5323000,EUREKA ST,22ND ST,23RD ST,CLASS III,2W,,,,N,0,0,0,Eureka St,0.11057368,49,2010,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43764 37.75429, -122.43748 37.752693)"
3591,5321000,EUREKA ST,21ST ST,21ST ST,CLASS III,2W,,,,S,1,0,0,Eureka St,0.02434952,49,2010,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43779 37.755886, -122.43776 37.755535)"
4492,5320000,EUREKA ST,20TH ST,21ST ST,CLASS III,2W,,,,N,0,0,0,Eureka St,0.11054029,49,2010,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43794 37.757484, -122.43779 37.755886)"
3693,5335000,EVANS AVE,PHELPS ST,QUINT ST,CLASS III,2W,,,,,0,0,0,Evans Ave,0.1261714,68,2006,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.38844 37.742977, -122.39031 37.74404)"
2436,5337000,EVANS AVE,RANKIN ST,SELBY ST,CLASS III,2W,,,,,0,0,0,Evans Ave,0.08806775,68,2006,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.392166 37.745094, -122.39348 37.74584)"
3828,5340000,EVANS AVE,TOLAND ST,MARIN ST,CLASS III,2W,,,,,1,0,0,Evans Ave,0.08418142,60,2006,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.395996 37.747257, -122.39617 37.74738, -122.39664 37.74835)"
774,5330101,EVANS AVE,JENNINGS ST,KEITH ST,CLASS II,2W,,,,E,1,0,0,Evans Ave,0.1279466,30,2002,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.3791 37.737675, -122.37921 37.737694, -122.38033 37.738323, -122.380905 37.738647, -122.38093 37.738758)"
2423,5341000,EVANS AVE,MARIN ST,ARMY ST,CLASS III,2W,,,,,0,0,0,Evans Ave,0.09834653,68,2006,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.39664 37.74835, -122.39727 37.74968)"
1997,5329000,EVANS AVE,HUNTERS POINT BLVD,JENNINGS ST,CLASS IV,2W,,K-RAIL,,,1,0,0,Evans Ave,0.11481731,23,2001,,2021,5,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.37739 37.736706, -122.3791 37.737675)"
186,5335000,EVANS AVE,PHELPS ST,QUINT ST,CLASS III,2W,,,,,1,0,0,Evans Ave,0.1261714,5,2006,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.38844 37.742977, -122.39031 37.74404)"
756,5331101,EVANS AVE,KEITH ST,MENDELL ST,CLASS II,2W,,,,E,1,0,0,Evans Ave,0.25650985,23,2002,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.38093 37.738758, -122.38109 37.73875, -122.38462 37.74077, -122.38469 37.740894)"
735,5332101,EVANS AVE,MENDELL ST,NEWHALL ST,CLASS II,2W,,,,E,1,0,0,Evans Ave,0.12761913,70,2003,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.38469 37.740894, -122.38491 37.74092, -122.3865 37.74183, -122.38654 37.741947)"
2842,5337000,EVANS AVE,RANKIN ST,SELBY ST,CLASS III,2W,,,,,1,0,0,Evans Ave,0.08806775,7,2006,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.392166 37.745094, -122.39348 37.74584)"
771,5333201,EVANS AVE,NEWHALL ST,3RD ST,CLASS II,2W,,,,W,0,0,0,Evans Ave,0.09501477,68,2003,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.38654 37.741947, -122.38659 37.74206, -122.387695 37.74269, -122.38792 37.7427)"
1354,5340000,EVANS AVE,TOLAND ST,MARIN ST,CLASS III,2W,,,,,0,0,0,Evans Ave,0.08418142,68,2006,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.395996 37.747257, -122.39617 37.74738, -122.39664 37.74835)"
5126,5336000,EVANS AVE,QUINT ST,RANKIN ST,CLASS III,2W,,,,E,1,,,Evans Ave,0.12493469,68,2006,,,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.39031 37.74404, -122.392166 37.745094)"
567,5338000,EVANS AVE,SELBY ST,SELBY ST,CLASS III,2W,,,,,1,0,0,Evans Ave,0.03768541,68,2006,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.39348 37.74584, -122.394035 37.74616)"
3256,5338000,EVANS AVE,SELBY ST,SELBY ST,CLASS III,2W,,,,,0,0,0,Evans Ave,0.03768541,68,2006,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.39348 37.74584, -122.394035 37.74616)"
3756,5334000,EVANS AVE,3RD ST,PHELPS ST,CLASS III,2W,,,,,0,0,0,Evans Ave,0.03470615,68,2006,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.38792 37.7427, -122.38844 37.742977)"
762,5332201,EVANS AVE,MENDELL ST,NEWHALL ST,CLASS II,2W,,,,W,0,0,0,Evans Ave,0.12760614,70,2003,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.38469 37.740894, -122.38477 37.741024, -122.38639 37.74195, -122.38654 37.741947)"
799,5331201,EVANS AVE,KEITH ST,MENDELL ST,CLASS II,2W,,,,W,0,0,0,Evans Ave,0.25663082,68,2002,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.38093 37.738758, -122.38097 37.738873, -122.38451 37.74088, -122.38469 37.740894)"
1641,5341000,EVANS AVE,MARIN ST,ARMY ST,CLASS III,2W,,,,,1,0,0,Evans Ave,0.09834653,7,2006,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.39664 37.74835, -122.39727 37.74968)"
754,5333101,EVANS AVE,NEWHALL ST,3RD ST,CLASS II,2W,,,,E,1,0,0,Evans Ave,0.09355894,68,2003,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.38654 37.741947, -122.3867 37.741943, -122.3878 37.742577, -122.38792 37.7427)"
414,5336000,EVANS AVE,QUINT ST,RANKIN ST,CLASS III,2W,,,,W,0,,,Evans Ave,0.12493469,68,2006,,,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.39031 37.74404, -122.392166 37.745094)"
1537,5334000,EVANS AVE,3RD ST,PHELPS ST,CLASS III,2W,,,,,1,0,0,Evans Ave,0.03470615,68,2006,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.38792 37.7427, -122.38844 37.742977)"
1918,5339000,EVANS AVE,SELBY ST,NAPOLEON ST,CLASS III,2W,,,,,1,0,0,Evans Ave,0.13140238,68,2006,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.394035 37.74616, -122.395996 37.747257)"
3619,5329000,EVANS AVE,HUNTERS POINT BLVD,JENNINGS ST,CLASS IV,2W,,K-RAIL,,,0,0,0,Evans Ave,0.11481731,5,2001,,2021,5,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.37739 37.736706, -122.3791 37.737675)"
795,5330201,EVANS AVE,JENNINGS ST,KEITH ST,CLASS IV,2W,,SAFE-HIT POSTS,,W,0,0,0,Evans Ave,0.12824768,23,2002,,2021,5,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.3791 37.737675, -122.37916 37.737762, -122.3801 37.738304, -122.38025 37.73843, -122.380356 37.738525, -122.38078 37.73877, -122.38093 37.738758)"
1726,5339000,EVANS AVE,SELBY ST,NAPOLEON ST,CLASS III,2W,,,,,0,0,0,Evans Ave,0.13140238,68,2006,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.394035 37.74616, -122.395996 37.747257)"
7364,5457000,FELL ST,ASHBURY ST,CLAYTON ST,CLASS IV,1W,,PARKING; SAFE-HIT POSTS,,W,0,2020,,Fell St,0.09127955,,2020,8,,,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44749 37.772785, -122.44913 37.772575)"
7367,5453000,FELL ST,BAKER ST,LYON ST,CLASS IV,1W,,PARKING; SAFE-HIT POSTS,,W,0,2020,,Fell St,0.09111831,,2020,8,,,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44091 37.773632, -122.44255 37.77342)"
7366,5455000,FELL ST,CENTRAL AVE,MASONIC AVE,CLASS IV,1W,GREEN PAINT,PARKING; SAFE-HIT POSTS,,W,0,2020,,Fell St,0.09351094,,2020,8,,,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44421 37.77321, -122.44589 37.77299)"
1850,5451000,FELL ST,DIVISADERO ST,BRODERICK ST,CLASS IV,1W,GREEN PAINT,CONCRETE; SAFE-HIT POSTS,,W,0,0,0,Fell St,0.09240509,30,2003,,2017,1,,SEPARATED BIKEWAY,1,NO,NO,NO,NO,NO,YES,"LINESTRING (-122.4376 37.774055, -122.43926 37.77384)"
7368,5454000,FELL ST,LYON ST,CENTRAL AVE,CLASS IV,1W,,PARKING; SAFE-HIT POSTS,,W,0,2020,,Fell St,0.09157773,,2020,8,,,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44255 37.77342, -122.44421 37.77321)"
7362,5459000,FELL ST,COLE ST,SHRADER ST,CLASS IV,1W,,PARKING; SAFE-HIT POSTS,,W,0,2020,,Fell St,0.09142538,,2020,8,,,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.450775 37.77236, -122.45223 37.772175, -122.45242 37.772182)"
7365,5456000,FELL ST,MASONIC AVE,ASHBURY ST,CLASS IV,1W,,PARKING; SAFE-HIT POSTS,,W,0,2020,,Fell St,0.08844798,,2020,8,,,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44589 37.77299, -122.44749 37.772785)"
2466,5452000,FELL ST,BRODERICK ST,BAKER ST,CLASS IV,1W,GREEN PAINT,CONCRETE; SAFE-HIT POSTS,,W,0,0,0,Fell St,0.09123098,170,2003,,2017,1,,SEPARATED BIKEWAY,1,NO,NO,NO,NO,NO,YES,"LINESTRING (-122.43926 37.77384, -122.44091 37.773632)"
7363,5458000,FELL ST,CLAYTON ST,COLE ST,CLASS IV,1W,,PARKING; SAFE-HIT POSTS,,W,0,2020,,Fell St,0.09114735,,2020,8,,,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44913 37.772575, -122.450775 37.77236)"
3978,5450000,FELL ST,SCOTT ST,DIVISADERO ST,CLASS IV,1W,GREEN PAINT,CONCRETE; SAFE-HIT POSTS,,W,0,0,0,Fell St,0.09263314,30,2003,,2017,1,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,YES,"LINESTRING (-122.43593 37.774273, -122.4376 37.774055)"
1437,12890000,FELL ST,SHRADER ST,STANYAN ST,CLASS IV,2W,,SAFE-HIT POSTS,,W,0,0,0,Fell St,0.10106285,30,2005,,2017,4,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,YES,"LINESTRING (-122.453964 37.771423, -122.45386 37.771572, -122.45343 37.77175, -122.45242 37.772186)"
1727,5693000,FOLSOM ST,18TH ST,19TH ST,CLASS II,2W,,,,S,1,0,0,Folsom St,0.11070113,65,2012,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.414986 37.762093, -122.414825 37.760494)"
2584,5689000,FOLSOM ST,15TH ST,16TH ST,CLASS II,2W,,,,N,0,0,0,Folsom St,0.11221031,33,2012,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.41545 37.766933, -122.4153 37.76531)"
4657,5695000,FOLSOM ST,20TH ST,21ST ST,CLASS II,2W,,,,N,0,2014,0,Folsom St,0.11053364,33,2013,,2014,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.41468 37.758892, -122.41453 37.757294)"
2623,5686000,FOLSOM ST,13TH ST,ERIE ST,CLASS II,2W,,,,S,1,0,0,Folsom St,0.01591574,40,2012,,0,,,BIKE LANE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.415565 37.769585, -122.415596 37.769356)"
4645,5694000,FOLSOM ST,19TH ST,20TH ST,CLASS II,2W,,,,N,0,0,0,Folsom St,0.11085918,33,2013,,2014,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.414825 37.760494, -122.41468 37.758892)"
2749,5681000,FOLSOM ST,10TH ST,JUNIPER ST,CLASS IV,1W,GREEN PAINT,PARKING; SAFE-HIT POSTS,,E,0,2014,0,Folsom St,0.04594993,30,1971,,2018,1,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,YES,"LINESTRING (-122.41281 37.772808, -122.41341 37.77234)"
3486,5687000,FOLSOM ST,ERIE ST,14TH ST,CLASS II,2W,,,,N,0,0,0,Folsom St,0.05687314,40,2012,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.415596 37.769356, -122.4156 37.76853)"
3327,5691000,FOLSOM ST,ENTERPRISE ST,17TH ST,CLASS II,2W,,,,N,0,0,0,Folsom St,0.06975261,33,2012,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.41524 37.7647, -122.41514 37.76369)"
122,5683000,FOLSOM ST,11TH ST,NORFOLK ST,CLASS IV,2W,GREEN PAINT,SAFE-HIT POSTS,,W,0,0,0,Folsom St,0.04183031,30,1971,,2018,3,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,YES,"LINESTRING (-122.41402 37.77186, -122.41451 37.7714)"
1930,5696000,FOLSOM ST,21ST ST,22ND ST,CLASS II,2W,,,,N,0,2014,0,Folsom St,0.11054403,33,2013,,2014,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.41453 37.757294, -122.414375 37.755695)"
4608,5685000,FOLSOM ST,12TH ST,13TH ST,CLASS II,2W,GREEN PAINT,,,W,1,0,0,Folsom St,0.09574535,3,1971,,2018,3,,BIKE LANE,0,YES,NO,NO,NO,NO,YES,"LINESTRING (-122.414986 37.77089, -122.4153 37.770355, -122.415565 37.769585)"
5085,5701002,FOLSOM ST,CESAR CHAVEZ ST,KAMILLE CT,CLASS II,2W,,,,N,1,2016,2,Folsom St,0.03884811,0,2015,11,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.41371 37.748814, -122.41366 37.74825)"
143,5684000,FOLSOM ST,NORFOLK ST,12TH ST,CLASS IV,2W,GREEN-BACKED SHARROWS,SAFE-HIT POSTS,,W,0,0,0,Folsom St,0.04351754,3,2003,,2018,3,,SEPARATED BIKEWAY,1,NO,NO,NO,NO,NO,YES,"LINESTRING (-122.41451 37.7714, -122.414986 37.77089)"
3673,5689000,FOLSOM ST,15TH ST,16TH ST,CLASS II,2W,,,,S,1,0,0,Folsom St,0.11221031,33,2012,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.41545 37.766933, -122.4153 37.76531)"
1784,5655000,FOLSOM ST,FREMONT ST,GROTE PL,CLASS IV,2W,GREEN PAINT,PARKING; SAFE-HIT POSTS; CONCRETE ISLAND,,E,0,0,0,Folsom St,0.02816261,30,2000,,2020,12,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.393585 37.78799, -122.39395 37.787704)"
2018,5695000,FOLSOM ST,20TH ST,21ST ST,CLASS II,2W,,,,S,1,2014,0,Folsom St,0.11053364,33,2013,,2014,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.41468 37.758892, -122.41453 37.757294)"
4000,5665000,FOLSOM ST,5TH ST,FALMOUTH ST,CLASS II,1W,GREEN PAINT,,,E,0,2014,0,Folsom St,0.08062726,30,1997,,2018,1,,BIKE LANE,0,YES,NO,NO,NO,NO,YES,"LINESTRING (-122.40337 37.78026, -122.40442 37.779434)"
4149,5652000,FOLSOM ST,MAIN ST,BEALE ST,CLASS IV,2W,GREEN PAINT,PARKING; SAFE-HIT POSTS,,E,0,0,0,Folsom St,0.06674883,30,2003,,2020,12,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.391846 37.789364, -122.39271 37.78868)"
4424,5658000,FOLSOM ST,ECKER ST,ESSEX ST,CLASS IV,2W,GREEN PAINT,PARKING; SAFE-HIT POSTS,,E,0,0,0,Folsom St,0.02927676,23,2000,,2020,12,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.395256 37.786674, -122.39563 37.786373)"
4836,5691000,FOLSOM ST,ENTERPRISE ST,17TH ST,CLASS II,2W,,,,S,1,0,0,Folsom St,0.06975261,33,2012,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.41524 37.7647, -122.41514 37.76369)"
1266,5677000,FOLSOM ST,RODGERS ST,8TH ST,CLASS IV,1W,GREEN PAINT,CONCRETE; PARKING; SAFE-HIT POSTS,,E,0,2014,0,Folsom St,0.04489574,23,2005,,2018,1,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,YES,"LINESTRING (-122.40947 37.775448, -122.41005 37.774986)"
4405,5697000,FOLSOM ST,22ND ST,23RD ST,CLASS II,2W,,,,N,0,2014,0,Folsom St,0.11071006,33,2013,,2014,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.414375 37.755695, -122.41422 37.754093)"
5106,5666000,FOLSOM ST,FALMOUTH ST,6TH ST,CLASS IV,1W,GREEN PAINT,CONCRETE; PARKING; SAFE-HIT POSTS,,E,0,2014,0,Folsom St,0.09143907,30,2000,,2018,1,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,YES,"LINESTRING (-122.40442 37.779434, -122.4056 37.7785)"
4739,5701002,FOLSOM ST,KAMILLE CT,CESAR CHAVEZ ST,CLASS II,2W,,,,S,,2016,2,Folsom St,0.03884811,0,2015,11,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.41371 37.748814, -122.41366 37.74825)"
1664,5694000,FOLSOM ST,19TH ST,20TH ST,CLASS II,2W,,,,S,1,2014,0,Folsom St,0.11085918,33,2013,,2014,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.414825 37.760494, -122.41468 37.758892)"
4298,5690000,FOLSOM ST,16TH ST,ENTERPRISE ST,CLASS II,2W,,,,S,1,0,0,Folsom St,0.04214353,33,2012,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.4153 37.76531, -122.41524 37.7647)"
720,5667000,FOLSOM ST,6TH ST,HARRIET ST,CLASS II,1W,GREEN PAINT; GREEN-BACKED SHARROWS,,,E,0,2014,0,Folsom St,0.0413299,30,1997,,2018,1,,BIKE LANE,5,NO,NO,NO,NO,NO,YES,"LINESTRING (-122.4056 37.7785, -122.406136 37.778076)"
976,5699000,FOLSOM ST,24TH ST,25TH ST,CLASS II,2W,,,,S,,2016,2,Folsom St,0.11093593,0,2015,11,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.41407 37.752502, -122.41391 37.750896)"
660,5698000,FOLSOM ST,23RD ST,24TH ST,CLASS II,2W,,,,S,1,2014,0,Folsom St,0.110149,525,2013,,2014,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.41422 37.754093, -122.41407 37.752502)"
2967,5663000,FOLSOM ST,MABINI ST,4TH ST,CLASS IV,1W,GREEN PAINT,PARKING; SAFE-HIT POSTS,,E,0,0,0,Folsom St,0.0606456,30,2003,,2021,5,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.40036 37.78264, -122.401146 37.78202)"
3059,5657000,FOLSOM ST,1ST ST,ECKER ST,CLASS IV,2W,GREEN PAINT,PARKING; SAFE-HIT POSTS,,E,0,0,0,Folsom St,0.06061248,30,1996,,2020,12,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.39447 37.787292, -122.395256 37.786674)"
1547,5682000,FOLSOM ST,JUNIPER ST,11TH ST,CLASS IV,1W,GREEN PAINT,CONCRETE; PARKING; SAFE-HIT POSTS,,E,0,2014,0,Folsom St,0.04685307,30,2002,,2018,1,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,YES,"LINESTRING (-122.41341 37.77234, -122.41402 37.77186)"
1000,5685000,FOLSOM ST,12TH ST,13TH ST,CLASS IV,2W,GREEN PAINT,SAFE-HIT POSTS,,E,0,0,0,Folsom St,0.09574535,3,1971,,2018,3,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,YES,"LINESTRING (-122.414986 37.77089, -122.4153 37.770355, -122.415565 37.769585)"
3896,5686000,FOLSOM ST,13TH ST,ERIE ST,CLASS II,2W,,,,N,0,0,0,Folsom St,0.01591574,40,2012,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.415565 37.769585, -122.415596 37.769356)"
3735,5699000,FOLSOM ST,25TH ST,24TH ST,CLASS II,2W,,,,N,1,2016,2,Folsom St,0.11093593,0,2015,11,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.41407 37.752502, -122.41391 37.750896)"
3899,5662000,FOLSOM ST,3RD ST,MABINI ST,CLASS IV,1W,GREEN PAINT,PARKING; SAFE-HIT POSTS,,E,0,0,0,Folsom St,0.11150717,23,1997,,2021,5,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.39892 37.78378, -122.40036 37.78264)"
2482,5671000,FOLSOM ST,SHERMAN ST,MOSS ST,CLASS IV,1W,GREEN PAINT,PARKING; SAFE-HIT POSTS,,E,0,2014,0,Folsom St,0.02154211,30,2005,,2018,1,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,YES,"LINESTRING (-122.407005 37.777393, -122.40728 37.777176)"
2892,5692000,FOLSOM ST,17TH ST,18TH ST,CLASS II,2W,,,,N,0,0,0,Folsom St,0.1105155,33,2012,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.41514 37.76369, -122.414986 37.762093)"
1964,5668000,FOLSOM ST,HARRIET ST,COLUMBIA SQUARE ST,CLASS II,1W,GREEN PAINT,,,E,0,2014,0,Folsom St,0.02208098,30,2000,,2018,1,,BIKE LANE,0,YES,NO,NO,NO,NO,YES,"LINESTRING (-122.406136 37.778076, -122.406425 37.77785)"
2874,5661000,FOLSOM ST,HAWTHORNE ST,3RD ST,CLASS IV,1W,GREEN PAINT,PARKING; SAFE-HIT POSTS; BIKE SHARE STATIONS,,E,0,0,0,Folsom St,0.08629607,23,2000,,2021,5,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.3978 37.78466, -122.39892 37.78378)"
7694,5659000,FOLSOM ST,ESSEX ST,2ND ST,CLASS III,2W,GREEN-BACKED SHARROWS,,,W,1,0,0,Folsom St,0.08182386,30,2020,12,,,,SEPARATED BIKEWAY,1,NO,NO,NO,NO,NO,YES,"LINESTRING (-122.39563 37.786373, -122.39669 37.785538)"
7695,5655000,FOLSOM ST,FREMONT ST,GROTE PL,CLASS IV,2W,GREEN PAINT,PARKING; SAFE-HIT POSTS,,W,1,0,0,Folsom St,0.02816261,30,2000,,2020,12,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.393585 37.78799, -122.39395 37.787704)"
7696,5657000,FOLSOM ST,1ST ST,ECKER ST,CLASS IV,2W,GREEN PAINT,PARKING; SAFE-HIT POSTS,,W,1,0,0,Folsom St,0.06061248,30,1996,,2020,12,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.39447 37.787292, -122.395256 37.786674)"
2475,5692000,FOLSOM ST,17TH ST,18TH ST,CLASS II,2W,,,,S,1,0,0,Folsom St,0.1105155,770,2012,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.41514 37.76369, -122.414986 37.762093)"
