OBJECTID,CNN,STREETNAME,FROM_ST,TO_ST,FACILITY_T,DIRECT,SURFACE_TR,BARRIER,NOTES,DIR,DOUBLE,FY,QTR,STREET_,LENGTH,NUMBER_,INSTALL_YR,INSTALL_MO,UPDATE_YR,UPDATE_MO,GLOBALID,SYMBOLOGY,SHARROW,BUFFERED,RAISED,CONTRAFLOW,GREENWAVE,BIAP,SM_SWEEPER,shape
3576,2420000,ARGUELLO BLVD,CORNWALL ST,EUCLID AV,CLASS II,2W,,,,S,1,0,0,Arguello Blvd,0.08512682,65,1999,,2016,10,,BIKE LANE,0,YES,NO,NO,NO,NO,NO,"LINESTRING (-122.45912 37.785053, -122.45903 37.78382)"
4154,2415000,ARGUELLO BLVD,WASHINGTON ST,CLAY ST,CLASS II,2W,,,,N,0,0,0,Arguello Blvd,0.06110311,65,2000,,2016,10,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45937 37.7884, -122.45931 37.787518)"
4182,19013000,ARGUELLO BLVD,UNNAMED #161,WASHINGTON BLVD,CLASS III,2W,,,PRESIDIO,S,1,0,0,Arguello Blvd,0.15216437,65,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.46116 37.795017, -122.46122 37.79496, -122.46145 37.794666, -122.46157 37.794464, -122.461586 37.794292, -122.46157 37.79423, -122.461395 37.793873, -122.461365 37.79365, -122.46137 37.793392, -122.46135 37.79318, -122.461296 37.79294)"
3762,19014000,ARGUELLO BLVD,WASHINGTON BLVD,UNNAMED #162,CLASS II,2W,,,PRESIDIO,N,0,0,0,Arguello Blvd,0.23817246,65,0,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.461296 37.79294, -122.46104 37.792694, -122.460846 37.792576, -122.46056 37.792484, -122.46024 37.792458, -122.459946 37.792454, -122.459694 37.79239, -122.458984 37.79207, -122.45883 37.791958, -122.45878 37.79175, -122.45884 37.791374, -122.458855 37.791004, -122.45882 37.79078)"
4885,2430000,ARGUELLO BLVD,FULTON ST,CONSERVATORY EAST DR,CLASS III,2W,,,,N,1,0,0,Arguello Blvd,0.0859384,65,2000,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45836 37.774303, -122.45837 37.774155, -122.458405 37.773968, -122.45847 37.773846, -122.45875 37.77355, -122.459076 37.77324)"
4115,2415000,ARGUELLO BLVD,WASHINGTON ST,CLAY ST,CLASS II,2W,,,,S,1,0,0,Arguello Blvd,0.06110311,4,2000,,2016,10,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45937 37.7884, -122.45931 37.787518)"
4432,2428000,ARGUELLO BLVD,CABRILLO ST,MC ALLISTER ST,CLASS II,2W,,,,S,1,0,0,Arguello Blvd,0.02615929,65,1999,,2016,10,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45845 37.77561, -122.45842 37.775234)"
5167,19009000,ARGUELLO BLVD,SHERIDAN AV,MORAGA AV,CLASS III,2W,,,PRESIDIO,N,0,0,0,Arguello Blvd,0.08206395,61,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45888 37.799095, -122.459015 37.7989, -122.4592 37.79856, -122.459366 37.79818, -122.45944 37.797997)"
1495,19013000,ARGUELLO BLVD,UNNAMED #161,WASHINGTON BLVD,CLASS III,2W,,,PRESIDIO,N,0,0,0,Arguello Blvd,0.15216437,61,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.46116 37.795017, -122.46122 37.79496, -122.46145 37.794666, -122.46157 37.794464, -122.461586 37.794292, -122.46157 37.79423, -122.461395 37.793873, -122.461365 37.79365, -122.46137 37.793392, -122.46135 37.79318, -122.461296 37.79294)"
5130,2416000,ARGUELLO BLVD,CLAY ST,LAKE ST,CLASS II,2W,,,,S,1,0,0,Arguello Blvd,0.0419219,65,1999,,2016,10,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45931 37.787518, -122.45927 37.786907)"
5211,2419000,ARGUELLO BLVD,CALIFORNIA ST,CORNWALL ST,CLASS II,2W,,,,S,1,0,0,Arguello Blvd,0.04302523,65,1999,,2016,10,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45917 37.785675, -122.45912 37.785053)"
1040,19010000,ARGUELLO BLVD,MORAGA AV,HARDIE AV,CLASS III,2W,,,PRESIDIO,S,1,0,0,Arguello Blvd,0.03490904,55,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45944 37.797997, -122.45957 37.79773, -122.45964 37.797516)"
4288,2428000,ARGUELLO BLVD,CABRILLO ST,MC ALLISTER ST,CLASS II,2W,,,,N,0,0,0,Arguello Blvd,0.02615929,65,1999,,2016,10,,BIKE LANE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45845 37.77561, -122.45842 37.775234)"
4006,19009000,ARGUELLO BLVD,SHERIDAN AV,MORAGA AV,CLASS III,2W,,,PRESIDIO,S,1,0,0,Arguello Blvd,0.08206395,95,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45888 37.799095, -122.459015 37.7989, -122.4592 37.79856, -122.459366 37.79818, -122.45944 37.797997)"
3955,2417000,ARGUELLO BLVD,LAKE ST,SACRAMENTO ST,CLASS II,2W,,,,N,0,0,0,Arguello Blvd,0.02008221,16,2002,,2016,10,,BIKE LANE,1,YES,NO,NO,NO,NO,NO,"LINESTRING (-122.45927 37.786907, -122.45924 37.786617)"
2162,2419000,ARGUELLO BLVD,CALIFORNIA ST,CORNWALL ST,CLASS II,2W,,,,N,0,0,0,Arguello Blvd,0.04302523,65,1999,,2016,10,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45917 37.785675, -122.45912 37.785053)"
3983,19015000,ARGUELLO BLVD,UNNAMED #162,WEST PACIFIC AV,CLASS II,2W,,,PRESIDIO,S,0,0,0,Arguello Blvd,0.10026139,65,0,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45882 37.79078, -122.4588 37.79072, -122.45869 37.790474, -122.45863 37.79033, -122.45865 37.79014, -122.458755 37.790016, -122.45914 37.789837, -122.459465 37.789707)"
3836,2414000,ARGUELLO BLVD,JACKSON ST,WASHINGTON ST,CLASS II,2W,,,,N,0,0,0,Arguello Blvd,0.06187885,4,2002,,2016,10,,BIKE LANE,0,YES,NO,NO,NO,NO,NO,"LINESTRING (-122.45944 37.789295, -122.45937 37.7884)"
710,19015000,ARGUELLO BLVD,UNNAMED #162,WEST PACIFIC AV,CLASS II,2W,,,PRESIDIO,N,1,0,0,Arguello Blvd,0.10026139,61,0,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45882 37.79078, -122.4588 37.79072, -122.45869 37.790474, -122.45863 37.79033, -122.45865 37.79014, -122.458755 37.790016, -122.45914 37.789837, -122.459465 37.789707)"
2687,2422000,ARGUELLO BLVD,CLEMENT ST,GEARY BLVD,CLASS II,2W,,,,S,1,0,0,Arguello Blvd,0.13343796,5,1999,,2016,10,,BIKE LANE,0,YES,NO,NO,NO,NO,NO,"LINESTRING (-122.458984 37.783184, -122.45885 37.781254)"
3298,19011000,ARGUELLO BLVD,HARDIE AV,INFANTRY TERR,CLASS III,2W,,,PRESIDIO,N,0,0,0,Arguello Blvd,0.11735239,61,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45964 37.797516, -122.459656 37.79742, -122.45964 37.797222, -122.4595 37.79678, -122.459465 37.79661, -122.45953 37.796436, -122.45964 37.79633, -122.46004 37.795998)"
2064,2426000,ARGUELLO BLVD,BALBOA ST,GOLDEN GATE AV,CLASS II,2W,,,,N,0,0,0,Arguello Blvd,0.07346589,65,1998,,2016,10,,BIKE LANE,0,YES,NO,NO,NO,NO,NO,"LINESTRING (-122.458565 37.77725, -122.45849 37.776184)"
3091,2413000,ARGUELLO BLVD,PRESIDIO RD,JACKSON ST,CLASS II,2W,,,,N,0,0,0,Arguello Blvd,0.02827818,65,0,,2016,10,,BIKE LANE,0,YES,NO,NO,NO,NO,NO,"LINESTRING (-122.459465 37.789707, -122.45944 37.789295)"
1138,2429000,ARGUELLO BLVD,MC ALLISTER ST,FULTON ST,CLASS II,2W,,,,N,0,0,0,Arguello Blvd,0.06429595,65,2003,,2016,10,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45842 37.775234, -122.45836 37.774303)"
1860,2424000,ARGUELLO BLVD,ANZA ST,EDWARD ST,CLASS II,2W,,,,S,1,0,0,Arguello Blvd,0.09151305,2,1997,,2016,10,,BIKE LANE,0,YES,NO,NO,NO,NO,NO,"LINESTRING (-122.45872 37.779327, -122.458626 37.778004)"
3120,2425000,ARGUELLO BLVD,EDWARD ST,BALBOA ST,CLASS II,2W,,,,N,0,0,0,Arguello Blvd,0.05212575,4,2000,,2016,10,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.458626 37.778004, -122.458565 37.77725)"
2357,19014000,ARGUELLO BLVD,WASHINGTON BLVD,UNNAMED #162,CLASS II,2W,,,PRESIDIO,S,1,0,0,Arguello Blvd,0.23817246,65,0,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.461296 37.79294, -122.46104 37.792694, -122.460846 37.792576, -122.46056 37.792484, -122.46024 37.792458, -122.459946 37.792454, -122.459694 37.79239, -122.458984 37.79207, -122.45883 37.791958, -122.45878 37.79175, -122.45884 37.791374, -122.458855 37.791004, -122.45882 37.79078)"
4054,2455000,ARLINGTON ST,NATICK ST,BOSWORTH ST,CLASS III,2W,,,,W,0,0,0,Arlington St,0.08188842,45,0,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43158 37.73376, -122.432465 37.733498, -122.43272 37.733402, -122.43296 37.733307)"
1258,2455000,ARLINGTON ST,NATICK ST,BOSWORTH ST,CLASS III,2W,,,,E,1,0,0,Arlington St,0.08188842,70,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43158 37.73376, -122.432465 37.733498, -122.43272 37.733402, -122.43296 37.733307)"
4650,2512000,ASHBURY ST,PAGE ST,HAIGHT ST,CLASS III,2W,,,,N,0,0,0,Ashbury St,0.06476624,55,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44711 37.77093, -122.44692 37.770004)"
4322,2514000,ASHBURY ST,WALLER ST,FREDERICK ST,CLASS III,2W,,,,S,1,0,0,Ashbury St,0.12951605,40,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44673 37.76907, -122.44636 37.767216)"
3240,2513000,ASHBURY ST,HAIGHT ST,WALLER ST,CLASS III,2W,,,,N,0,0,0,Ashbury St,0.06518976,55,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44692 37.770004, -122.44673 37.76907)"
3393,2512000,ASHBURY ST,PAGE ST,HAIGHT ST,CLASS III,2W,,,,S,1,0,0,Ashbury St,0.06476624,55,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44711 37.77093, -122.44692 37.770004)"
4878,2511000,ASHBURY ST,PAGE ST,OAK ST,CLASS III,2W,,,,N,0,,,Ashbury St,0.06586754,55,,,,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.447296 37.771873, -122.44711 37.77093)"
3408,2517000,ASHBURY ST,CLIFFORD TERR,DOWNEY ST,CLASS III,2W,,,,N,0,0,0,Ashbury St,0.04068079,55,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44606 37.764183, -122.44609 37.764137, -122.446495 37.763702)"
1337,2511000,ASHBURY ST,PAGE ST,OAK ST,CLASS III,2W,,,,S,1,,,Ashbury St,0.06586754,55,,,,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.447296 37.771873, -122.44711 37.77093)"
3097,2515000,ASHBURY ST,FREDERICK ST,PIEDMONT ST,CLASS III,2W,,,,S,1,0,0,Ashbury St,0.13999737,20,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44636 37.767216, -122.445946 37.765213)"
352,2513000,ASHBURY ST,HAIGHT ST,WALLER ST,CLASS III,2W,,,,S,1,0,0,Ashbury St,0.06518976,32,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44692 37.770004, -122.44673 37.76907)"
4317,2516000,ASHBURY ST,PIEDMONT ST,CLIFFORD TERR,CLASS III,2W,,,,N,0,0,0,Ashbury St,0.07438243,55,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.445946 37.765213, -122.4459 37.76495, -122.44582 37.764572, -122.44606 37.764183)"
366,2518000,ASHBURY ST,DOWNEY ST,CLAYTON ST,CLASS III,2W,,,,S,1,0,0,Ashbury St,0.07347657,55,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.446495 37.763702, -122.44658 37.763603, -122.44673 37.763336, -122.44698 37.76272)"
3243,2518000,ASHBURY ST,DOWNEY ST,CLAYTON ST,CLASS III,2W,,,,N,0,0,0,Ashbury St,0.07347657,55,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.446495 37.763702, -122.44658 37.763603, -122.44673 37.763336, -122.44698 37.76272)"
4570,2517000,ASHBURY ST,CLIFFORD TERR,DOWNEY ST,CLASS III,2W,,,,S,1,0,0,Ashbury St,0.04068079,55,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44606 37.764183, -122.44609 37.764137, -122.446495 37.763702)"
6089,2510000,ASHBURY ST,HAYES ST,FELL ST,CLASS III,2W,,,,S,1,2019,,,0.06582259,,2019,12,,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44768 37.773727, -122.44749 37.772785)"
5040,2514000,ASHBURY ST,WALLER ST,FREDERICK ST,CLASS III,2W,,,,N,0,0,0,Ashbury St,0.12951605,55,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44673 37.76907, -122.44636 37.767216)"
4897,2516000,ASHBURY ST,PIEDMONT ST,CLIFFORD TERR,CLASS III,2W,,,,S,1,0,0,Ashbury St,0.07438243,55,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.445946 37.765213, -122.4459 37.76495, -122.44582 37.764572, -122.44606 37.764183)"
2408,2515000,ASHBURY ST,FREDERICK ST,PIEDMONT ST,CLASS III,2W,,,,N,0,0,0,Ashbury St,0.13999737,55,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44636 37.767216, -122.445946 37.765213)"
1250,14088001,AVENUE OF THE PALMS,,,CLASS II,2W,,,,N,0,0,0,Avenue Of The Palms,0.42108938,TI,2002,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.37244 37.81731, -122.37255 37.817326, -122.37614 37.822624)"
1700,14088001,AVENUE OF THE PALMS,,,CLASS II,2W,,,,S,1,0,0,Avenue Of The Palms,0.42108938,TI,2002,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.37244 37.81731, -122.37255 37.817326, -122.37614 37.822624)"
4867,2608000,BAKER ST,HAYES ST,GROVE ST,CLASS II,2W,,,,S,1,0,0,Baker St,0.06546532,20,2000,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44109 37.774563, -122.441284 37.7755)"
298,2607000,BAKER ST,FELL ST,HAYES ST,CLASS II,2W,,,,S,1,0,0,Baker St,0.06511478,65,0,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44109 37.774563, -122.44091 37.773632)"
2934,2609000,BAKER ST,GROVE ST,FULTON ST,CLASS II,2W,,,,S,1,0,0,Baker St,0.06498639,65,2000,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.441284 37.7755, -122.441475 37.77643)"
2611,2609000,BAKER ST,GROVE ST,FULTON ST,CLASS II,2W,,,,N,0,0,0,Baker St,0.06498639,20,2000,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.441284 37.7755, -122.441475 37.77643)"
1434,2605000,BAKER ST,PAGE ST,OAK ST,CLASS III,2W,,,,S,1,0,0,Baker St,0.06522564,32,2010,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44054 37.771774, -122.44072 37.77271)"
2712,2605000,BAKER ST,PAGE ST,OAK ST,CLASS III,2W,,,,N,0,0,0,Baker St,0.06522564,51,2010,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44054 37.771774, -122.44072 37.77271)"
289,2607000,BAKER ST,FELL ST,HAYES ST,CLASS II,2W,,,,N,0,0,0,Baker St,0.06511478,65,0,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44109 37.774563, -122.44091 37.773632)"
404,2610000,BAKER ST,MC ALLISTER ST,GOLDEN GATE AVE,CLASS II,2W,,,,S,1,0,0,Baker St,0.06470151,75,2000,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.441666 37.777367, -122.44185 37.778294)"
1508,2606000,BAKER ST,OAK ST,FELL ST,CLASS III,2W,,,,N,0,0,0,Baker St,0.06443272,51,2010,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44072 37.77271, -122.44091 37.773632)"
1507,2606000,BAKER ST,OAK ST,FELL ST,CLASS III,2W,,,,S,1,0,0,Baker St,0.06443272,32,2010,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44072 37.77271, -122.44091 37.773632)"
4008,2610000,BAKER ST,FULTON ST,MC ALLISTER ST,CLASS II,2W,,,,S,1,0,0,Baker St,0.06553833,20,2000,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.441475 37.77643, -122.441666 37.777367)"
5042,2610000,BAKER ST,FULTON ST,MC ALLISTER ST,CLASS II,2W,,,,N,0,0,0,Baker St,0.06553833,20,2000,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.441475 37.77643, -122.441666 37.777367)"
615,2608000,BAKER ST,HAYES ST,GROVE ST,CLASS II,2W,,,,N,0,0,0,Baker St,0.06546532,51,2000,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44109 37.774563, -122.441284 37.7755)"
464,2610000,BAKER ST,MC ALLISTER ST,GOLDEN GATE AVE,CLASS II,2W,,,,N,0,0,0,Baker St,0.06470151,55,2000,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.441666 37.777367, -122.44185 37.778294)"
913,2694000,BALBOA ST,LA PLAYA ST,GREAT HWY,CLASS III,2W,,,,W,0,0,0,Balboa St,0.06174964,40,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.511284 37.77507, -122.510155 37.775124)"
2610,2694000,BALBOA ST,LA PLAYA ST,GREAT HWY,CLASS III,2W,,,,E,1,0,0,Balboa St,0.06174964,5,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.511284 37.77507, -122.510155 37.775124)"
3023,2734000,BARNEVELD AVE,JERROLD AV,LOOMIS ST,CLASS III,2W,,,,S,1,0,0,Barneveld Ave,0.17783456,25,2005,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.40269 37.74633, -122.40291 37.74499, -122.40323 37.74379)"
2823,2734000,BARNEVELD AVE,JERROLD AV,LOOMIS ST,CLASS III,2W,,,,N,0,0,0,Barneveld Ave,0.17783456,25,2005,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.40269 37.74633, -122.40291 37.74499, -122.40323 37.74379)"
2922,19026000,BATTERY CAULFIELD RD,WASHINGTON BLVD,UNNAMED #151,CLASS III,2W,,,PRESIDIO,N,0,0,0,Battery Caulfield Rd,0.25822459,69,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.47529 37.79366, -122.47533 37.79281, -122.47527 37.79257, -122.47504 37.791706, -122.47504 37.79157, -122.475075 37.79142, -122.47529 37.791096, -122.47555 37.790703, -122.47564 37.79053, -122.4757 37.79034, -122.4757 37.79006)"
1839,19027000,BATTERY CAULFIELD RD,UNNAMED #151,UNNAMED #151,CLASS III,2W,,,PRESIDIO,S,1,0,0,Battery Caulfield Rd,0.01730238,70,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.4757 37.79006, -122.47567 37.789806)"
692,19027000,BATTERY CAULFIELD RD,UNNAMED #151,UNNAMED #151,CLASS III,2W,,,PRESIDIO,N,0,0,0,Battery Caulfield Rd,0.01730238,69,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.4757 37.79006, -122.47567 37.789806)"
3875,19026000,BATTERY CAULFIELD RD,WASHINGTON BLVD,UNNAMED #151,CLASS III,2W,,,PRESIDIO,S,1,0,0,Battery Caulfield Rd,0.25822459,395,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.47529 37.79366, -122.47533 37.79281, -122.47527 37.79257, -122.47504 37.791706, -122.47504 37.79157, -122.475075 37.79142, -122.47529 37.791096, -122.47555 37.790703, -122.47564 37.79053, -122.4757 37.79034, -122.4757 37.79006)"
3845,19030000,BATTERY DYNAMITE RD,RALSTON AV,LINCOLN BLVD,CLASS III,2W,,,PRESIDIO,E,1,0,0,Battery Dynamite Rd,0.11008331,75,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.475685 37.801105, -122.476135 37.8011, -122.476234 37.801083, -122.47643 37.801006, -122.476685 37.80094, -122.47695 37.80091, -122.477135 37.800922, -122.47734 37.80097, -122.47756 37.801132)"
4816,19030000,BATTERY DYNAMITE RD,RALSTON AV,LINCOLN BLVD,CLASS III,2W,,,PRESIDIO,W,0,0,0,Battery Dynamite Rd,0.11008331,65,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.475685 37.801105, -122.476135 37.8011, -122.476234 37.801083, -122.47643 37.801006, -122.476685 37.80094, -122.47695 37.80091, -122.477135 37.800922, -122.47734 37.80097, -122.47756 37.801132)"
1106,0,BATTERY EAST  TRAIL,BATTERY EAST ROAD,LONG AVE,CLASS I,2W,,,PRESIDIO,N,1,,,Battery East Trail,0.21354179,,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.4729 37.807297, -122.47283 37.80729, -122.47276 37.80729, -122.472694 37.807293, -122.47265 37.807304, -122.4726 37.80732, -122.47256 37.807343, -122.47253 37.807365, -122.472466 37.8074, -122.472404 37.807426, -122.47234 37.80745, -122.4723 37.80746, -122.47225 37.807465, -122.472206 37.807465, -122.47216 37.807457, -122.4721 37.807434, -122.472046 37.807407, -122.472 37.807373, -122.47164 37.807125, -122.4716 37.807095, -122.471565 37.807056, -122.47153 37.80702, -122.4715 37.806976, -122.471466 37.80692, -122.47144 37.80686, -122.47142 37.8068, -122.4714 37.806747, -122.47137 37.806698, -122.47134 37.806652, -122.47129 37.806606, -122.471245 37.806576, -122.4712 37.80655, -122.47115 37.806522, -122.470604 37.80626, -122.47016 37.80605, -122.47012 37.80603, -122.4701 37.806004, -122.47007 37.805977, -122.46994 37.805832)"
714,0,BATTERY EAST  TRAIL,BATTERY EAST ROAD,LONG AVE,CLASS I,2W,,,PRESIDIO,S,0,,,Battery East Trail,0.21354179,,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.4729 37.807297, -122.47283 37.80729, -122.47276 37.80729, -122.472694 37.807293, -122.47265 37.807304, -122.4726 37.80732, -122.47256 37.807343, -122.47253 37.807365, -122.472466 37.8074, -122.472404 37.807426, -122.47234 37.80745, -122.4723 37.80746, -122.47225 37.807465, -122.472206 37.807465, -122.47216 37.807457, -122.4721 37.807434, -122.472046 37.807407, -122.472 37.807373, -122.47164 37.807125, -122.4716 37.807095, -122.471565 37.807056, -122.47153 37.80702, -122.4715 37.806976, -122.471466 37.80692, -122.47144 37.80686, -122.47142 37.8068, -122.4714 37.806747, -122.47137 37.806698, -122.47134 37.806652, -122.47129 37.806606, -122.471245 37.806576, -122.4712 37.80655, -122.47115 37.806522, -122.470604 37.80626, -122.47016 37.80605, -122.47012 37.80603, -122.4701 37.806004, -122.47007 37.805977, -122.46994 37.805832)"
4289,0,BATTERY EAST TRAIL,,,CLASS I,2W,,,PRESIDIO,S,0,,,Battery East Trail,0.01519275,,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.475296 37.80841, -122.47528 37.80837, -122.47526 37.80833, -122.475235 37.808292, -122.475204 37.808254, -122.47518 37.80824, -122.47516 37.808224)"
2496,0,BATTERY EAST TRAIL,BATTERY EAST RD,LINCOLN BLVD,CLASS I,2W,,,PRESIDIO,S,0,,,Battery East Trail,0.03968155,,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.4729 37.807297, -122.47238 37.806896)"
214,0,BATTERY EAST TRAIL,COASTAL TRAIL,,CLASS I,2W,,,PRESIDIO,S,1,,,Golden Gate Promenade Trail,0.00933443,,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.47528 37.808125, -122.47516 37.808224)"
1171,0,BATTERY EAST TRAIL,BATTERY EAST RD,LINCOLN BLVD,CLASS I,2W,,,PRESIDIO,N,1,,,Battery East Trail,0.03968155,,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.4729 37.807297, -122.47238 37.806896)"
3657,0,BATTERY EAST TRAIL,,,CLASS I,2W,,,PRESIDIO,S,0,,,Battery East Trail,0.14343408,,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.47516 37.808224, -122.47511 37.80821, -122.47506 37.808197, -122.475 37.808193, -122.47479 37.80818, -122.47475 37.808178, -122.47471 37.80817, -122.47466 37.80816, -122.47449 37.808105, -122.47432 37.808056, -122.47397 37.80797, -122.47388 37.807938, -122.473785 37.8079, -122.473694 37.807858, -122.473595 37.807808, -122.4735 37.80776, -122.47341 37.80771, -122.4733 37.80762, -122.47319 37.807533, -122.47309 37.807446, -122.4729 37.807297)"
